Matricule,Annee_academique,Niveau,Cursus,Filiere,Age,Annee_naissance,Genre,Distance_domicile_ecole,Travaille,Note_moy_CC_S1,Note_moy_SN_S1,Note_moy_CC_S2,Note_moy_SN_S2,Moyenne_S1,Moyenne_S2,Moyenne_annuelle,Nb_matieres_validees,Nb_credits_obtenus,Nb_matieres_non_validees,Nb_heures_cours_total,Nb_heures_presence,Nb_projets,Reussite
22G53865,2024/2025,2,ING,Tronc_commun,21,2003,F,>15km,NON,12.5,13.44,12.31,14.97,13.06,13.91,13.48,20,60,0,420,367,3,1
22G90323,2024/2025,3,ING,GE,21,2003,F,>15km,NON,13.74,17.03,13.62,14.69,15.71,14.26,14.99,18,54,2,435,373,4,1
22G72529,2024/2025,2,ING,Tronc_commun,20,2004,F,>15km,NON,15.64,16.57,16.39,18.61,16.2,17.72,16.96,18,54,2,420,389,3,1
22G88678,2024/2025,2,ING,Tronc_commun,19,2005,F,<5km,NON,12.94,13.04,15.29,14.01,13.0,14.53,13.76,18,54,2,420,397,3,1
22G27671,2024/2025,2,ING,Tronc_commun,19,2005,F,<5km,NON,14.84,15.69,17.41,16.49,15.35,16.86,16.1,19,57,1,420,390,3,1
22G24467,2024/2025,2,ING,Tronc_commun,20,2004,F,5-15km,NON,16.91,18.0,17.73,19.29,17.56,18.66,18.11,18,54,2,420,340,3,1
22G64723,2024/2025,2,ING,Tronc_commun,20,2004,M,>15km,NON,12.05,14.01,12.83,11.09,13.23,11.79,12.51,19,57,1,420,400,3,1
22G91239,2024/2025,3,ING,GM,21,2003,M,<5km,NON,16.41,16.9,17.07,17.78,16.71,17.49,17.1,19,57,1,440,423,4,1
22G66710,2024/2025,3,ING,GE,19,2005,F,<5km,OUI,3.52,5.48,5.44,5.38,4.7,5.41,5.05,14,42,6,435,321,4,0
22G92816,2024/2025,3,ING,GCI,21,2003,F,5-15km,NON,6.58,6.53,4.67,5.81,6.55,5.35,5.95,10,30,10,440,253,4,0
22G41883,2024/2025,3,ING,GAM,19,2005,F,<5km,NON,10.22,12.11,12.91,12.95,11.35,12.94,12.15,19,57,1,430,335,4,1
22G22336,2024/2025,3,ING,Météorologie,19,2005,F,5-15km,NON,8.59,10.36,9.9,8.74,9.65,9.2,9.43,18,54,2,415,371,4,1
22G56189,2024/2025,2,ING,Tronc_commun,20,2004,M,>15km,NON,12.2,13.52,13.0,11.9,13.0,12.34,12.67,18,54,2,420,325,3,1
22G64318,2024/2025,3,ING,GIT,19,2005,F,>15km,NON,11.2,15.04,11.56,12.69,13.5,12.24,12.87,19,57,1,430,339,5,1
22G49988,2024/2025,3,SCI ING,MEMA,21,2003,F,<5km,NON,19.34,18.32,15.85,16.32,18.73,16.13,17.43,18,54,2,415,341,4,1
22G73963,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,<5km,NON,11.17,11.37,10.91,11.9,11.29,11.51,11.4,18,54,2,420,396,3,1
22G85229,2024/2025,2,SCI ING,Tronc_commun,19,2005,M,5-15km,NON,13.22,14.91,14.85,15.96,14.23,15.52,14.87,20,60,0,420,383,3,1
22G79520,2024/2025,3,SCI ING,EEAT,19,2005,M,<5km,NON,15.56,16.36,15.87,15.17,16.04,15.45,15.74,19,57,1,420,406,4,1
22G37155,2024/2025,1,SCI ING,Tronc_commun,21,2003,M,5-15km,NON,12.77,13.27,13.01,12.89,13.07,12.94,13.0,20,60,0,420,410,3,1
22G20074,2024/2025,3,SCI ING,Energie,20,2004,F,5-15km,NON,16.97,16.33,15.71,16.88,16.58,16.41,16.5,19,57,1,430,380,4,1
22G34710,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,<5km,NON,14.19,16.17,17.3,13.94,15.38,15.28,15.33,20,60,0,420,377,3,1
22G60989,2024/2025,2,SCI ING,Tronc_commun,19,2005,M,5-15km,NON,12.0,12.88,12.37,11.3,12.53,11.73,12.13,19,57,1,420,336,3,1
22G25798,2024/2025,3,SCI ING,CIBI,19,2005,M,5-15km,NON,10.46,9.83,10.09,10.99,10.08,10.63,10.35,16,48,4,420,246,4,0
22G90467,2024/2025,3,SCI ING,Energie,21,2003,F,5-15km,NON,11.72,15.0,11.65,13.46,13.69,12.73,13.21,18,54,2,430,397,4,1
22G85811,2024/2025,3,SCI ING,SDIA,19,2005,M,5-15km,NON,15.64,13.2,13.27,16.42,14.18,15.16,14.67,20,60,0,410,308,5,1
22G88912,2024/2025,2,SCI ING,Tronc_commun,19,2005,M,5-15km,OUI,16.64,17.66,16.48,16.93,17.25,16.75,17.0,20,60,0,420,323,3,1
22G98153,2024/2025,2,SCI ING,Tronc_commun,19,2005,F,>15km,NON,12.85,10.61,11.52,12.19,11.51,11.92,11.71,19,57,1,420,407,3,1
22G48778,2024/2025,3,SCI ING,EEAT,20,2004,F,>15km,NON,10.68,13.92,10.32,13.41,12.62,12.17,12.4,19,57,1,420,359,4,1
22G39479,2024/2025,3,SCI ING,MEMA,20,2004,F,<5km,NON,9.85,10.91,11.46,10.94,10.49,11.15,10.82,20,60,0,415,368,4,1
22G99139,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,<5km,NON,11.23,12.44,12.23,14.35,11.96,13.5,12.73,20,60,0,420,349,3,1
22G73154,2024/2025,1,SCI ING,Tronc_commun,20,2004,M,>15km,NON,15.27,15.83,17.18,17.08,15.61,17.12,16.36,19,57,1,420,315,3,1
22G92852,2024/2025,3,SCI ING,MEMA,19,2005,M,5-15km,NON,15.03,16.0,16.81,15.25,15.61,15.87,15.74,18,54,2,415,365,4,1
22G54829,2024/2025,3,SCI ING,MEMA,19,2005,F,5-15km,NON,19.69,17.84,18.75,19.84,18.58,19.4,18.99,19,57,1,415,367,4,1
22G19140,2024/2025,1,SCI ING,Tronc_commun,21,2003,M,5-15km,NON,8.6,9.17,9.1,11.68,8.94,10.65,9.79,19,57,1,420,319,3,1
22G83092,2024/2025,2,SCI ING,Tronc_commun,19,2005,F,5-15km,NON,16.44,17.72,17.06,15.71,17.21,16.25,16.73,20,60,0,420,396,3,1
22G65177,2024/2025,1,SCI ING,Tronc_commun,19,2005,M,>15km,NON,12.86,12.63,12.03,14.1,12.72,13.27,13.0,18,54,2,420,374,3,1
22G33880,2024/2025,3,SCI ING,MEMA,21,2003,M,5-15km,NON,12.74,14.01,15.79,13.85,13.5,14.62,14.06,18,54,2,415,403,4,1
22G14891,2024/2025,3,SCI ING,EEAT,19,2005,F,<5km,NON,8.37,10.56,11.17,9.95,9.68,10.44,10.06,8,24,12,420,312,4,0
22G84900,2024/2025,3,SCI ING,SDIA,21,2003,F,5-15km,NON,15.85,17.86,17.46,15.81,17.06,16.47,16.76,18,54,2,410,393,5,1
22G43843,2024/2025,3,SCI ING,GEE,19,2005,M,>15km,NON,10.34,12.28,10.15,10.68,11.51,10.47,10.99,18,54,2,425,399,4,1
22G82726,2024/2025,3,SCI ING,SDIA,20,2004,F,<5km,NON,17.38,16.22,16.26,15.62,16.68,15.88,16.28,18,54,2,410,398,5,1
22G22296,2024/2025,3,SCI ING,Energie,20,2004,F,<5km,OUI,14.21,13.16,12.75,12.2,13.58,12.42,13.0,20,60,0,430,247,4,1
22G16910,2024/2025,3,SCI ING,EEAT,21,2003,M,<5km,NON,13.49,13.64,16.12,15.06,13.58,15.48,14.53,18,54,2,420,381,4,1
22G71642,2024/2025,3,SCI ING,CIBI,21,2003,F,>15km,NON,11.69,13.69,12.72,10.82,12.89,11.58,12.23,19,57,1,420,353,4,1
22G96701,2024/2025,2,SCI ING,Tronc_commun,21,2003,F,>15km,NON,13.05,15.18,13.45,14.21,14.33,13.91,14.12,20,60,0,420,351,3,1
22G16047,2024/2025,2,SCI ING,Tronc_commun,21,2003,F,>15km,NON,13.14,14.32,11.54,14.05,13.85,13.05,13.45,20,60,0,420,327,3,1
22G96717,2024/2025,3,SCI ING,Energie,20,2004,F,>15km,NON,18.62,17.05,16.84,17.41,17.67,17.18,17.43,18,54,2,430,396,4,1
22G80566,2024/2025,3,SCI ING,CIBI,20,2004,M,>15km,NON,12.0,9.11,11.78,11.71,10.27,11.73,11.0,18,54,2,420,388,4,1
22G46381,2024/2025,3,SCI ING,MEMA,21,2003,M,>15km,NON,17.54,18.12,16.88,14.71,17.89,15.58,16.74,19,57,1,415,312,4,1
22G90121,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,>15km,NON,12.94,12.83,14.76,14.81,12.88,14.79,13.83,20,60,0,420,373,3,1
22G24104,2024/2025,2,SCI ING,Tronc_commun,20,2004,F,>15km,NON,14.79,13.71,13.99,14.75,14.14,14.44,14.29,20,60,0,420,390,3,1
22G34665,2024/2025,3,SCI ING,MEMA,20,2004,M,5-15km,NON,11.78,14.79,13.34,12.22,13.58,12.67,13.13,18,54,2,415,325,4,1
22G62489,2024/2025,3,SCI ING,MEMA,21,2003,M,<5km,NON,9.48,11.5,10.34,11.88,10.69,11.26,10.98,8,24,12,415,201,4,0
22G37026,2024/2025,3,SCI ING,SDIA,19,2005,F,<5km,NON,16.79,17.63,16.85,16.19,17.3,16.46,16.88,20,60,0,410,320,5,1
22G66202,2024/2025,3,SCI ING,SDIA,20,2004,M,5-15km,OUI,10.27,10.84,10.97,11.28,10.62,11.16,10.89,19,57,1,410,279,5,1
22G27836,2024/2025,3,SCI ING,GEE,19,2005,F,>15km,NON,5.07,5.27,5.09,5.13,5.19,5.12,5.16,13,39,7,425,236,4,0
22G39669,2024/2025,2,SCI ING,Tronc_commun,21,2003,F,<5km,NON,9.5,12.17,10.85,11.32,11.1,11.14,11.12,19,57,1,420,369,3,1
22G33626,2024/2025,3,SCI ING,Energie,20,2004,M,>15km,NON,13.45,14.6,17.23,17.74,14.14,17.53,15.84,19,57,1,430,328,4,1
22G32498,2024/2025,3,SCI ING,GEE,21,2003,M,>15km,NON,7.43,8.28,7.14,10.58,7.94,9.2,8.57,18,54,2,425,197,4,0
22G45438,2024/2025,2,SCI ING,Tronc_commun,19,2005,M,<5km,NON,13.05,11.53,11.33,10.66,12.14,10.93,11.53,18,54,2,420,378,3,1
22G63974,2024/2025,3,SCI ING,MEMA,21,2003,M,<5km,NON,14.77,13.43,13.47,13.61,13.97,13.56,13.76,20,60,0,415,358,4,1
22G40761,2024/2025,3,SCI ING,EEAT,20,2004,F,5-15km,NON,12.38,11.61,9.38,10.33,11.92,9.95,10.94,18,54,2,420,392,4,1
22G11889,2024/2025,3,SCI ING,SDIA,19,2005,M,>15km,NON,13.67,14.53,16.94,13.6,14.18,14.93,14.56,18,54,2,410,320,5,1
22G50632,2024/2025,2,SCI ING,Tronc_commun,20,2004,F,<5km,NON,12.79,12.01,14.55,12.3,12.32,13.2,12.76,20,60,0,420,393,3,1
22G48866,2024/2025,3,SCI ING,EEAT,21,2003,F,<5km,NON,15.44,16.94,14.54,14.85,16.34,14.73,15.53,18,54,2,420,325,4,1
22G97739,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,<5km,NON,13.39,12.2,14.85,15.26,12.68,15.09,13.89,18,54,2,420,338,3,1
22G46636,2024/2025,3,SCI ING,Energie,19,2005,F,<5km,NON,14.17,15.55,15.61,14.09,15.0,14.7,14.85,19,57,1,430,405,4,1
22G88764,2024/2025,3,SCI ING,MEMA,20,2004,F,5-15km,NON,12.55,13.45,13.77,15.75,13.09,14.96,14.03,19,57,1,415,352,4,1
22G56011,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,<5km,NON,15.28,17.91,19.08,18.39,16.86,18.66,17.76,18,54,2,420,370,3,1
22G97596,2024/2025,2,SCI ING,Tronc_commun,21,2003,F,>15km,NON,14.18,13.98,15.55,14.29,14.06,14.8,14.43,19,57,1,420,340,3,1
22G18536,2024/2025,3,SCI ING,EEAT,20,2004,F,5-15km,NON,15.93,13.96,14.29,17.06,14.75,15.95,15.35,20,60,0,420,370,4,1
22G11057,2024/2025,3,SCI ING,CIBI,21,2003,F,<5km,NON,15.12,13.37,12.25,15.53,14.07,14.22,14.14,18,54,2,420,410,4,1
22G50491,2024/2025,2,SCI ING,Tronc_commun,20,2004,F,<5km,NON,16.55,18.59,18.81,17.86,17.77,18.24,18.01,18,54,2,420,387,3,1
22G91395,2024/2025,3,SCI ING,SDIA,21,2003,M,<5km,NON,14.82,14.78,12.55,15.99,14.79,14.61,14.7,20,60,0,410,351,5,1
22G71270,2024/2025,3,SCI ING,EEAT,19,2005,F,5-15km,NON,9.5,10.97,9.87,10.1,10.38,10.0,10.19,20,60,0,420,344,4,1
22G93399,2024/2025,3,SCI ING,GEE,19,2005,F,5-15km,NON,16.74,15.7,15.65,15.71,16.11,15.68,15.9,20,60,0,425,363,4,1
22G22234,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,>15km,NON,17.22,15.81,16.75,18.37,16.37,17.72,17.05,18,54,2,420,329,3,1
22G33472,2024/2025,3,SCI ING,EEAT,20,2004,M,>15km,NON,15.89,14.68,12.3,14.12,15.16,13.39,14.28,19,57,1,420,377,4,1
22G19253,2024/2025,2,SCI ING,Tronc_commun,19,2005,M,5-15km,NON,5.18,7.84,5.1,7.74,6.77,6.68,6.73,10,30,10,420,298,3,0
22G60243,2024/2025,2,SCI ING,Tronc_commun,20,2004,F,<5km,NON,19.79,16.92,17.53,19.36,18.06,18.63,18.35,20,60,0,420,326,3,1
22G85747,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,<5km,NON,4.21,6.52,6.43,6.73,5.6,6.61,6.1,19,57,1,420,187,3,0
22G93122,2024/2025,3,SCI ING,CIBI,19,2005,M,5-15km,NON,17.18,14.55,14.59,15.49,15.6,15.13,15.36,18,54,2,420,351,4,1
22G60099,2024/2025,2,SCI ING,Tronc_commun,21,2003,F,5-15km,NON,17.18,17.27,17.73,14.63,17.23,15.87,16.55,19,57,1,420,354,3,1
22G86426,2024/2025,3,SCI ING,SDIA,21,2003,F,>15km,NON,13.93,17.15,14.64,15.8,15.86,15.33,15.6,20,60,0,410,380,5,1
22G32710,2024/2025,2,SCI ING,Tronc_commun,19,2005,F,<5km,NON,13.52,13.81,15.2,14.14,13.69,14.56,14.13,19,57,1,420,367,3,1
22G40371,2024/2025,3,SCI ING,EEAT,21,2003,F,<5km,NON,8.8,11.02,9.6,11.09,10.13,10.49,10.31,18,54,2,420,354,4,1
22G84538,2024/2025,3,SCI ING,GEE,20,2004,M,<5km,NON,16.02,13.16,14.52,13.29,14.3,13.78,14.04,18,54,2,425,363,4,1
22G91934,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,>15km,NON,15.27,18.84,18.35,16.46,17.41,17.21,17.31,18,54,2,420,402,3,1
22G98710,2024/2025,3,SCI ING,EEAT,19,2005,M,5-15km,NON,15.88,18.9,18.15,18.15,17.69,18.15,17.92,19,57,1,420,351,4,1
22G26622,2024/2025,3,SCI ING,GEE,20,2004,M,5-15km,NON,14.35,15.04,15.93,14.77,14.77,15.23,15.0,19,57,1,425,357,4,1
22G10288,2024/2025,3,SCI ING,EEAT,20,2004,F,>15km,NON,12.25,13.46,11.37,10.68,12.97,10.96,11.96,20,60,0,420,348,4,1
22G33288,2024/2025,3,SCI ING,GEE,21,2003,M,5-15km,NON,9.8,11.27,11.96,10.96,10.68,11.36,11.02,20,60,0,425,351,4,1
22G63754,2024/2025,2,SCI ING,Tronc_commun,19,2005,M,5-15km,NON,7.44,7.15,7.74,9.12,7.26,8.57,7.92,16,48,4,420,308,3,0
22G98414,2024/2025,3,SCI ING,Energie,21,2003,M,<5km,OUI,11.21,13.83,13.17,13.95,12.78,13.64,13.21,18,54,2,430,352,4,1
22G43731,2024/2025,3,SCI ING,SDIA,19,2005,F,5-15km,NON,12.19,14.16,13.41,11.96,13.37,12.54,12.96,18,54,2,410,325,5,1
22G23438,2024/2025,3,SCI ING,CIBI,21,2003,F,5-15km,NON,13.68,14.79,13.89,13.86,14.35,13.87,14.11,18,54,2,420,379,4,1
22G90254,2024/2025,2,SCI ING,Tronc_commun,20,2004,M,>15km,NON,10.7,12.53,11.15,9.32,11.8,10.05,10.92,18,54,2,420,336,3,1
22G66971,2024/2025,2,SCI ING,Tronc_commun,20,2004,F,<5km,NON,6.63,8.71,8.29,8.87,7.88,8.64,8.26,10,30,10,420,216,3,0
22G47260,2024/2025,3,SCI ING,GEE,19,2005,M,5-15km,NON,16.99,16.8,16.33,17.02,16.87,16.74,16.81,18,54,2,425,368,4,1
22G91293,2024/2025,3,SCI ING,Energie,19,2005,F,5-15km,NON,12.04,12.29,9.53,10.55,12.19,10.14,11.17,18,54,2,430,410,4,1
22G12729,2024/2025,2,SCI ING,Tronc_commun,20,2004,F,<5km,NON,12.73,11.18,11.34,11.41,11.8,11.38,11.59,19,57,1,420,385,3,1
22G54567,2024/2025,2,SCI ING,Tronc_commun,19,2005,F,<5km,NON,10.59,7.83,8.65,10.58,8.93,9.81,9.37,19,57,1,420,309,3,0
22G83327,2024/2025,2,SCI ING,Tronc_commun,21,2003,F,>15km,NON,15.34,15.92,12.56,13.16,15.69,12.92,14.3,18,54,2,420,374,3,1
22G45648,2024/2025,3,SCI ING,Energie,20,2004,M,<5km,NON,14.52,11.37,14.47,13.02,12.63,13.6,13.12,20,60,0,430,389,4,1
22G84621,2024/2025,2,SCI ING,Tronc_commun,20,2004,F,5-15km,OUI,14.16,12.23,11.28,12.65,13.0,12.1,12.55,18,54,2,420,286,3,1
22G52828,2024/2025,3,SCI ING,CIBI,19,2005,F,>15km,NON,16.65,16.81,18.58,15.92,16.75,16.98,16.86,20,60,0,420,319,4,1
22G22599,2024/2025,3,SCI ING,SDIA,20,2004,F,5-15km,NON,16.91,15.8,16.71,19.27,16.24,18.24,17.24,19,57,1,410,387,5,1
22G15872,2024/2025,3,SCI ING,SDIA,20,2004,F,<5km,NON,14.87,14.42,13.57,13.1,14.6,13.29,13.95,18,54,2,410,353,5,1
22G82017,2024/2025,2,SCI ING,Tronc_commun,21,2003,M,<5km,NON,14.51,14.09,11.31,14.97,14.26,13.51,13.88,19,57,1,420,411,3,1
22G14932,2024/2025,3,SCI ING,SDIA,21,2003,F,5-15km,NON,9.64,9.49,12.16,12.85,9.55,12.57,11.06,18,54,2,410,363,5,1
22G27874,2024/2025,3,SCI ING,Energie,21,2003,F,<5km,NON,17.07,14.98,16.43,15.37,15.81,15.8,15.81,19,57,1,430,414,4,1
22G46014,2024/2025,3,SCI ING,CIBI,20,2004,F,>15km,NON,15.55,18.43,14.87,17.42,17.28,16.4,16.84,19,57,1,420,377,4,1
22G59452,2024/2025,2,SCI ING,Tronc_commun,21,2003,F,5-15km,NON,12.8,12.48,11.54,9.75,12.61,10.46,11.54,20,60,0,420,351,3,1
22G68978,2024/2025,2,SCI ING,Tronc_commun,21,2003,F,5-15km,NON,9.17,12.84,10.2,10.73,11.37,10.52,10.95,19,57,1,420,400,3,1
22G12149,2024/2025,5,ING,GCI,23,2001,F,>15km,NON,9.19,7.82,8.04,9.88,8.37,9.14,8.75,9,27,11,440,292,4,0
22G94210,2024/2025,5,ING,GM,22,2002,M,<5km,OUI,13.11,14.31,13.08,12.99,13.83,13.03,13.43,18,54,2,440,308,4,1
22G44191,2024/2025,4,ING,GQHSE,24,2000,M,<5km,NON,11.34,13.4,9.66,12.38,12.57,11.29,11.93,18,54,2,420,346,4,1
22G13449,2024/2025,5,ING,GE,22,2002,F,>15km,NON,9.58,13.21,9.3,12.88,11.76,11.45,11.6,18,54,2,435,398,4,1
22G68724,2024/2025,4,ING,Météorologie,22,2002,F,5-15km,NON,10.88,10.09,10.15,12.19,10.41,11.38,10.89,18,54,2,415,378,4,1
22G56988,2024/2025,5,ING,GM,23,2001,F,<5km,OUI,12.98,14.06,14.55,15.32,13.62,15.01,14.32,20,60,0,440,302,4,1
22G95540,2024/2025,5,ING,GCI,23,2001,F,<5km,NON,11.59,12.61,12.23,12.74,12.2,12.53,12.37,19,57,1,440,361,4,1
22G99944,2024/2025,5,ING,GM,22,2002,F,>15km,NON,10.58,12.43,13.32,12.12,11.69,12.6,12.15,18,54,2,440,400,4,1
22G48342,2024/2025,5,ING,GESI,23,2001,M,<5km,OUI,5.68,6.44,4.69,2.94,6.13,3.64,4.89,15,45,5,425,339,5,0
22G47235,2024/2025,5,ING,GMP,24,2000,F,>15km,NON,9.22,9.56,7.09,8.11,9.42,7.7,8.56,18,54,2,435,202,4,0
22G93841,2024/2025,5,ING,GESI,23,2001,F,<5km,NON,15.55,14.98,14.27,17.71,15.21,16.33,15.77,19,57,1,425,384,5,1
22G46469,2024/2025,5,ING,GIT,23,2001,F,5-15km,OUI,13.59,13.88,13.88,16.88,13.76,15.68,14.72,18,54,2,430,260,5,1
22G63546,2024/2025,4,ING,GESI,24,2000,M,5-15km,NON,10.34,9.92,11.28,10.82,10.09,11.0,10.55,18,54,2,425,341,5,1
22G54978,2024/2025,4,ING,GIT,23,2001,M,>15km,NON,12.52,12.11,12.89,13.69,12.27,13.37,12.82,19,57,1,430,400,5,1
22G44641,2024/2025,5,ING,GE,22,2002,F,<5km,NON,16.63,18.22,16.56,17.96,17.59,17.4,17.49,19,57,1,435,418,4,1
22G71817,2024/2025,5,ING,GE,24,2000,M,5-15km,NON,11.24,11.3,10.21,9.61,11.27,9.85,10.56,18,54,2,435,327,4,1
22G68419,2024/2025,4,ING,GAM,22,2002,M,<5km,NON,17.03,14.78,17.47,16.74,15.68,17.03,16.36,19,57,1,430,350,4,1
22G53311,2024/2025,5,ING,GMP,22,2002,F,>15km,NON,5.09,4.83,7.5,6.24,4.94,6.75,5.84,13,39,7,435,257,4,0
22G74291,2024/2025,5,ING,GPR,23,2001,F,5-15km,OUI,4.98,5.28,5.94,5.91,5.16,5.92,5.54,15,45,5,425,315,4,0
22G77392,2024/2025,5,ING,GM,22,2002,M,>15km,NON,14.44,14.53,13.61,11.67,14.49,12.44,13.47,19,57,1,440,394,4,1
22G94780,2024/2025,5,ING,GESI,23,2001,M,>15km,OUI,13.68,17.16,15.81,14.53,15.77,15.04,15.4,19,57,1,425,255,5,1
22G63373,2024/2025,4,ING,GIT,24,2000,F,<5km,NON,18.83,18.46,15.47,18.74,18.61,17.43,18.02,20,60,0,430,374,5,1
22G52346,2024/2025,5,ING,Météorologie,24,2000,M,<5km,NON,15.66,17.81,18.64,18.91,16.95,18.8,17.87,19,57,1,415,331,4,1
22G21086,2024/2025,5,ING,GCI,22,2002,M,5-15km,NON,8.16,9.03,8.11,6.63,8.69,7.22,7.95,12,36,8,440,238,4,0
22G81994,2024/2025,5,ING,GM,24,2000,F,<5km,NON,16.45,15.19,15.27,16.03,15.69,15.72,15.71,20,60,0,440,391,4,1
22G90005,2024/2025,5,ING,GMP,24,2000,M,5-15km,NON,12.3,12.68,13.67,15.62,12.53,14.84,13.69,18,54,2,435,417,4,1
22G94240,2024/2025,4,ING,Météorologie,24,2000,M,>15km,NON,14.74,15.04,13.74,13.8,14.92,13.78,14.35,20,60,0,415,332,4,1
22G74189,2024/2025,5,ING,Météorologie,23,2001,F,5-15km,NON,14.69,15.83,15.87,13.87,15.37,14.67,15.02,20,60,0,415,370,4,1
22G16392,2024/2025,4,ING,GM,22,2002,F,5-15km,NON,13.65,13.3,14.83,15.84,13.44,15.44,14.44,20,60,0,440,379,4,1
22G29225,2024/2025,4,ING,GMP,22,2002,F,<5km,NON,15.75,17.24,15.93,19.46,16.64,18.05,17.34,20,60,0,435,399,4,1
22G43256,2024/2025,4,ING,GAM,23,2001,M,>15km,NON,3.73,4.21,4.9,3.82,4.02,4.25,4.14,10,30,10,430,203,4,0
22G88005,2024/2025,4,ING,GM,23,2001,F,>15km,OUI,10.03,8.84,10.34,9.95,9.32,10.11,9.71,8,24,12,440,337,4,0
22G42060,2024/2025,5,ING,GCI,22,2002,M,>15km,NON,18.52,16.83,19.13,16.88,17.51,17.78,17.64,18,54,2,440,360,4,1
22G29731,2024/2025,4,ING,GMP,22,2002,F,5-15km,NON,16.95,16.14,14.74,14.48,16.46,14.58,15.52,18,54,2,435,397,4,1
22G99080,2024/2025,5,ING,GCI,23,2001,F,>15km,OUI,10.97,11.71,10.92,9.78,11.42,10.23,10.82,19,57,1,440,314,4,1
22G16267,2024/2025,5,ING,GMP,23,2001,M,5-15km,NON,14.43,14.48,13.46,16.21,14.46,15.11,14.79,20,60,0,435,374,4,1
22G49512,2024/2025,5,ING,Météorologie,23,2001,F,5-15km,OUI,17.42,14.72,15.32,15.17,15.8,15.23,15.51,20,60,0,415,331,4,1
22G66099,2024/2025,5,ING,GM,22,2002,M,5-15km,NON,17.0,18.49,17.59,18.79,17.89,18.31,18.1,18,54,2,440,411,4,1
22G42113,2024/2025,5,ING,GQHSE,23,2001,F,>15km,NON,12.72,13.83,12.99,13.55,13.39,13.33,13.36,19,57,1,420,351,4,1
22G15392,2024/2025,5,ING,GESI,24,2000,F,5-15km,OUI,17.38,17.21,15.37,18.52,17.28,17.26,17.27,19,57,1,425,296,5,1
22G44729,2024/2025,5,ING,Météorologie,23,2001,F,>15km,NON,13.23,13.92,10.26,13.5,13.64,12.2,12.92,20,60,0,415,359,4,1
22G47598,2024/2025,5,ING,GMP,24,2000,F,>15km,NON,11.04,12.34,12.16,11.77,11.82,11.92,11.87,19,57,1,435,395,4,1
22G53815,2024/2025,5,ING,GESI,22,2002,F,<5km,NON,12.14,14.27,10.69,11.99,13.42,11.47,12.45,18,54,2,425,344,5,1
22G68474,2024/2025,5,ING,GQHSE,24,2000,F,<5km,NON,11.43,10.6,10.1,8.68,10.93,9.25,10.09,16,48,4,420,282,4,0
22G41460,2024/2025,4,ING,GM,23,2001,F,5-15km,OUI,15.24,14.25,15.08,16.6,14.64,15.99,15.32,18,54,2,440,324,4,1
22G83082,2024/2025,5,ING,GAM,23,2001,M,5-15km,NON,16.33,16.0,15.02,16.83,16.13,16.11,16.12,19,57,1,430,397,4,1
22G29699,2024/2025,4,ING,GQHSE,22,2002,F,5-15km,NON,6.41,9.6,5.73,6.16,8.32,5.99,7.16,11,33,9,420,309,4,0
22G56490,2024/2025,5,ING,GAM,22,2002,F,5-15km,NON,9.91,12.42,11.54,12.76,11.42,12.27,11.84,18,54,2,430,415,4,1
22G36177,2024/2025,4,ING,GCI,23,2001,M,5-15km,OUI,12.52,13.87,13.74,12.62,13.33,13.07,13.2,18,54,2,440,311,4,1
22G71759,2024/2025,4,ING,GMP,22,2002,M,>15km,OUI,12.33,10.68,9.72,12.82,11.34,11.58,11.46,20,60,0,435,309,4,1
22G87117,2024/2025,5,ING,GIT,22,2002,M,>15km,OUI,12.14,14.06,12.95,14.24,13.29,13.72,13.5,20,60,0,430,365,5,1
22G46406,2024/2025,5,ING,GIT,24,2000,F,5-15km,NON,17.56,16.68,18.29,20.0,17.03,19.32,18.17,19,57,1,430,418,5,1
22G62222,2024/2025,5,ING,GE,23,2001,M,<5km,NON,13.99,11.79,14.71,13.38,12.67,13.91,13.29,20,60,0,435,425,4,1
22G48077,2024/2025,4,ING,GAM,24,2000,F,<5km,NON,7.22,7.77,8.56,8.09,7.55,8.28,7.91,19,57,1,430,300,4,0
22G78856,2024/2025,5,ING,GM,23,2001,F,<5km,NON,12.62,12.23,11.01,13.19,12.39,12.32,12.35,20,60,0,440,381,4,1
22G54820,2024/2025,5,ING,GMP,22,2002,M,5-15km,OUI,17.87,15.89,15.41,16.86,16.68,16.28,16.48,18,54,2,435,362,4,1
22G66339,2024/2025,5,ING,GIT,22,2002,M,5-15km,NON,15.91,14.46,16.76,15.16,15.04,15.8,15.42,18,54,2,430,401,5,1
22G71133,2024/2025,5,ING,GESI,22,2002,M,<5km,NON,11.84,10.04,9.54,10.61,10.76,10.18,10.47,20,60,0,425,389,5,1
22G17855,2024/2025,3,ING,GMP,24,2000,F,>15km,NON,16.39,14.35,13.13,13.84,15.17,13.56,14.36,20,60,0,435,335,4,1
